id,company_id,title,internship,technical,job_url
261,134,'Software Engineer',0,1,'http://joor.theresumator.com/apply/KPzvtY/Software-Engineer.html'
262,138,'Executive Assistant',0,0,'kikin.com/jobs'
263,138,'QA Engineer',0,0,'kikin.com/jobs'
264,138,'Search/Server Engineer',0,1,'kikin.com/jobs'
265,138,'Android Engineer',0,1,'kikin.com/jobs'
266,138,'iOS Engineer',0,1,'kikin.com/jobs'
267,138,'Engineer/Hacker Intern',1,0,'kikin.com/jobs'
268,138,'Engineer/Hacker',0,1,'kikin.com/jobs'
269,140,'Software Engineer (Cassandra+)',0,1,'http://knewton.theresumator.com/apply/xYwHXb/Software-Engineer-Cassandra.html'
270,140,'Infrastructure Software Engineer',0,1,'http://knewton.theresumator.com/apply/iaAh5m/Infrastructure-Software-Engineer.html'
271,140,'Data Scientist',0,0,'http://knewton.theresumator.com/apply/g80iuG/Data-Scientist.html'
272,140,'User Experience Designer',0,0,'http://knewton.theresumator.com/apply/aq8gao/User-Experience-Designer.html'
273,140,'Art Director',0,0,'http://knewton.theresumator.com/apply/NEcLnh/Art-Director.html'
274,143,'Visual Designer – Internship, Paid',1,0,'leanstartupmachine.com/jobs'
275,143,'Workshop Coordinator aka Fire Starter  - Part Time, Paid',0,0,'leanstartupmachine.com/jobs'
276,143,'Writer aka Inspirer – Part Time, Paid',0,1,'leanstartupmachine.com/jobs'
